"participant_id","Intercept","reward_1","reward_2","reward_3","probed_identity","probed_reward","context_rwd","mb_effect","age","gender","ldi","age_z","age_group"
22,0.123839792233147,-0.253607880936525,-0.166758014041906,-0.140586380913734,0.994953029901277,0.201895590678299,-0.373010780938986,-0.073396313,"9.106849315","Male",0.466733871,-1.53756598560499,"adult"
29,0.0736655653652641,-0.469647138554612,-0.00828497999404973,0.138795217110932,-0.176393346452856,0.055427807610515,0.42568439049919,0.384848104,"11.08493151","Male",0.46875,-1.14671265050511,"child"
42,-0.0714146283129046,0.180481383696473,0.194035217761445,0.205724832739431,-0.026711160406227,-0.031273916212659,-0.082862233863004,0.13623348,"20.82739726","Female",0.15625,0.778321223268707,"adult"
70,-0.217079983774172,0.890361600366591,0.377021518332487,0.18823504217614,-0.161073776581254,-0.0243121449598469,-0.173634572051507,0.502417239,"22.25753425","Female",0.53125,1.0609049367282,"adult"
71,0.0348248632257553,-0.104515091216827,0.0204069296317033,0.0975838196571022,0.216647144880828,0.144342408106984,0.202248982649353,0.196227515,"17.12054795","Female",0.28125,0.0458772332320873,"adolescent"
72,0.00812566060344482,0.01139854636755,-0.0671467976664232,-0.114565241648983,0.209287720149737,-0.0786604599437765,-0.398536049723985,0.098820673,"12.24383562","Female",0.195564516,-0.917722400454122,"child"
124,-0.0867719164592026,0.185336220488917,0.271114042335822,0.281404958836797,-0.171120872733377,0.0083048076381549,0.119935829298512,0.388322065,"12.49863014","Male",0.379166667,-0.86737702645556,"child"
132,0.0807730219876283,-0.467660946869758,-0.263432054570915,-0.238505885803093,-0.212760509342229,-0.301787788400243,-0.416262071420213,0.157979704,"14.88767123","Female",0.125,-0.395321476854317,"adolescent"
136,0.142669263886979,-0.636167867343645,-0.219923194120378,-0.123706085714403,0.00623798742714583,0.0194787738767386,0.180735459047562,0.352109056,"14.47945205","Male",0.5625,-0.475982345425928,"adolescent"
139,0.00877143861257986,-0.324155449495721,0.106591832011016,0.191603746416343,0.0638629371355648,-0.157404103491764,-0.365956368244233,0.378000551,"12.42191781","Female",0.5625,-0.882534773742083,"child"
171,0.0204514964440316,-0.0756004464173572,-0.0884260592868808,-0.169204349049935,0.0887005480714048,-0.0959342343480128,-0.354230852234575,0.063005169,"8.090410959","Male",0.168817204,-1.73840613389117,"adult"
179,0.00149750407772462,-0.19946726405522,0.115793182687316,0.150851453523888,0.0533730073256881,-0.050163736217745,-0.157838115474725,0.713813831,"20.98082192","Female",0.625,0.808636717841755,"adult"
190,0.0178898970358324,-0.15605848524669,-0.027991337218468,0.00778570884472862,-0.198998733564597,-0.0463168829978697,0.113489916172204,0.399178722,"12.3890411","Male",0.3125,-0.889030950586045,"child"
220,0.0838055797831959,-0.338200818579989,-0.197377680928374,-0.209568889394544,-0.281456212517779,0.000451904092418016,0.292071190473693,0.197132133,"19.27945205","Female",0.84375,0.472459540973758,"adult"
229,-0.0428533030690808,0.208654777767739,0.0579709678557035,0.0741094075017725,-0.404890572917053,0.0919386331300113,0.578963127123291,0.663113641,"10.4739726","Female",0.34375,-1.26743327990367,"child"
247,-0.027739576400178,0.222937945513091,0.0831186804193009,0.100642240811613,0.0701690776867226,0.169473625324408,0.322426297918198,0.661078336,"17.45205479","Male",0.21875,0.111380352541254,"adolescent"
293,-0.0258686911557839,0.111970126107882,-0.00421340812264426,-0.0571866578700984,-0.0768768231157789,-0.0655172424919957,-0.129078330057755,-0.152416616,"19.79178082","Female",0.15625,0.573691637864514,"adult"
337,0.166382929253688,-0.688215423469551,-0.296953878402907,-0.167833202769354,0.13140362335718,-0.00409490855312211,0.0611956760523941,0.042875815,"25.37808219","Male",0.061491935,1.67750043148117,"adult"
386,0.119375778773017,-0.438393921447418,-0.260283999425041,-0.185097653833075,0.00996239473454065,0.00421792869310915,0.131548203776705,0.501680747,"25.33424658","Female",0.1875,1.66883886301453,"adult"
392,-0.24249323697091,0.928316062872731,0.539181827161126,0.355435478459771,-0.0104309402110356,0.0504510903842089,-0.171140175509097,0.587756148,"18.89589041","Female",0.3125,0.396670806517058,"adult"
395,-0.0243460870362795,0.0819042507258297,0.00514227636147942,-0.0165411061065646,-0.344161030818227,-0.0149094548556089,0.256155433145581,0.78731518,"22.67945205","Female",0.875,1.1442725438402,"adult"
401,0.102631265569619,-0.397246653223568,-0.163490894615112,-0.108780159874926,0.154204300062234,0.0455032831567832,0.054586875913257,-0.170008129,"9.909589041","Female",0.166330645,-1.37895098976845,"adult"
421,0.0380194599473375,-0.0804359570263029,0.121434864877618,0.200355886162675,0.557908292879453,0.290955747177138,0.208673783198931,0.459587909,"19.52054795","Female",0.34375,0.520098176431931,"adult"
423,-0.0175142980695772,0.105775324713926,-0.045718143753826,-0.16792023014884,0.326021843221912,-0.164850401593594,-0.776423726728335,-0.062564786,"20.10410959","Female",0.216733871,0.63540532282195,"adult"
463,0.0448797049817594,-0.0195762184395393,-0.19669261036433,-0.199803819710595,-0.241869844333552,0.0674070294190549,0.417184264747943,0.483478941,"19.34246575","Female",0.8125,0.484910547743971,"adult"
472,0.0609125042375844,-0.361065211392361,0.026182719940936,0.191013711811612,0.1328322222465,0.075390559416702,0.199254792046434,0.671731837,"24.25479452","Female",0.3125,1.45554770716777,"adult"
478,0.07509492177905,-0.352987822548751,-0.0315877680886059,0.0680602179600164,0.179151319735615,0.0908646934562462,0.146713718254809,0.632795965,"21.39452055","Female",0.59375,0.890380282224706,"adult"
534,-0.0401797596955339,0.248885948344391,0.030128099465996,0.0205266791720757,-0.0163158510283736,0.0313196333729827,0.070102504778224,0.337715987,"23.54246575","Female",0.65625,1.3147971983437,"adult"
547,-0.174849143279991,0.728296687274854,0.352779764632697,0.2154756914797,-0.280274528343705,0.107650544047215,0.291524099935122,0.596450819,"10.22739726","Female",0.28125,-1.31615460919727,"child"
592,0.0370460788962127,-0.203058763116229,-0.0267890605709322,0.0509805289183382,-0.0103024565660061,0.0143867407861717,0.120564933396935,0.17119975,"23.05479452","Male",-0.28125,1.21843723556785,"adult"
603,-0.00309938315818861,0.0785379918212674,0.0680559670420149,0.167008297179788,0.0476946675607592,0.177348174335567,0.439412233760736,0.547135732,"16.75616438","Male",0.53125,-0.0261220668728814,"adolescent"
618,-0.126475211711316,0.722888517522451,0.132564815478757,-0.0144344108905114,-0.058602380033827,0.0814166963555732,0.0725038841263321,0.624942896,"25.9890411","Female",0.625,1.79822106087973,"adult"
658,0.0889283792325268,-0.587447148010285,-0.0295938880449158,0.164018294383012,-0.0502033700934064,-0.0241960059998495,0.175979734968878,0.586209565,"16.61643836","Male",0.625,-0.0537308189536983,"adolescent"
659,-0.141240357823366,0.291869416774685,0.442531825154079,0.455567224725453,-0.215181084517572,-0.0102681456980128,0.0794215730925227,0.635872278,"13.23561644","Male",0.34375,-0.721754385492492,"adolescent"
672,0.0630151045576068,0.0783253030433934,-0.132985010206353,-0.17415955970322,0.963750456900104,0.173774950060431,-0.480221717033832,0.319927568,"13.18356164","Female",0.25,-0.732040000640025,"adolescent"
702,0.0351572905671234,-0.0591952972263131,-0.147361756997235,-0.162961391520974,0.076907456000391,-0.0477443818982341,-0.159447243236838,-0.082078351,"9.810958904","Male",0.3125,-1.39843952168348,"adult"
709,0.045220244909003,-0.333078656762083,-0.127214300041145,-0.154802872247491,-0.305218494746088,-0.184618841345821,-0.14284334783418,0.206167715,"16.73424658","Male",0.53125,-0.0304528501182421,"adolescent"
710,-0.269607326320292,1.35449120469913,0.411565130842811,0.160727482915009,-0.105862100756497,0.1577124896201,0.128801486912208,0.714037821,"13.54520548","Female",0.03125,-0.660582049428686,"adolescent"
716,0.0219641012947159,0.0929037487443757,-0.00192520719246111,0.0137965607675962,0.357658491518544,0.209989955020325,0.173836515317077,0.145229563,"12.10958904","Female",0.65625,-0.94424845869952,"child"
717,0.083419650555104,0.0495372992104178,-0.315339985260958,-0.356890247117045,0.335403582741763,0.14023763909334,0.0539270401283877,0.166943361,"9.309589041","Female",0.05141129,-1.49750622556841,"adult"
737,0.157594148107053,-0.560426095780778,-0.405872636290734,-0.30309849010224,0.0281156775033469,-0.077049683930525,-0.0125388602501187,0.235577223,"11.5369863","Male",-0.34375,-1.05739021346686,"child"
738,0.116882518386432,-0.2722230842122,-0.190924150478598,-0.155913845467594,0.507225304080698,0.189637495903901,0.054431172172183,0.107929779,"11.51232877","Male",-0.21875,-1.06226234560585,"child"
741,-0.01427677350658,-0.00985960437430874,0.109894891034203,0.121512753983416,-0.0592267392455671,0.0664662909179327,0.191871600221943,0.698715936,"23.35890411","Female",0.46875,1.27852687582032,"adult"
754,0.110930710786679,-0.629523184298659,-0.143792895285158,0.0288775284505351,-0.422886970097606,-0.00594845878816765,0.563173360077357,0.800925465,"20.06849315","Male",0.59375,0.628367797084358,"adult"
758,-0.185293728763857,0.430937115764454,0.54355722185609,0.452444046856636,0.235718821003478,-0.133949907691374,-0.733035689758008,0.8233824,"13.8","Male",0.25,-0.610236675430123,"adolescent"
784,-0.049749339989505,0.228047484638876,0.0740228227874948,-0.00255802628152455,-0.0570370767493975,0.00567482820997911,-0.0233309028682854,0.049376815,"21.06575342","Female",0.245967742,0.825418507857329,"adult"
787,0.0482500569698148,-0.127895496165385,-0.112160908668322,-0.0702442532017356,-0.0376940589401519,0.0598701192311461,0.236828030105089,0.702568804,"22.85753425","Female",0.6875,1.17946017252816,"adult"
804,-0.0533350822956092,-0.0915620810920639,0.173076464625112,0.13020191594003,-0.128747987713106,-0.231691726708852,-0.495710708385459,0.543507527,"14.27671233","Male",0.388104839,-0.516042104276958,"adolescent"
844,0.135601734412313,-0.699105101800626,-0.377116206232017,-0.299971153819107,-0.427726473576714,-0.278347992016723,-0.092489074947569,0.032217762,"12.14520548","Male",0.295362903,-0.937210932961928,"child"
875,0.0025130449850006,-0.25736919340177,0.278870791888026,0.383521698759138,0.427843771380561,0.0777576943229072,-0.176587426741798,0.804144804,"26.04109589","Male",0.71875,1.80850667405134,"adult"
877,-0.0415285308674828,0.00975782377830905,0.073391634035897,0.00624722532402908,-0.120217745550815,-0.180083912220935,-0.384097673565943,0.277128321,"25.10958904","Male",0.21875,1.6244483169663,"adult"
891,-0.246199700508264,1.08873575438539,0.319542414053413,0.0148236441562799,-0.250664851190165,-0.0991972077940972,-0.358297784282172,-0.3457736,"23.50684932","Female",0.40625,1.30775967458202,"adult"
918,0.000258244649483418,0.072484266637595,-0.0815435202188697,-0.0961627737219569,-0.17673453564366,-0.00601985401350751,0.151517820428772,0.238665446,"22.49041096","Male",0.375,1.10691952550548,"adult"
923,0.0801138991640436,-0.237827758726823,-0.291195421614354,-0.268831019711289,-0.247486851390556,-0.0661095087409602,0.160960768642918,-0.048352328,"13.0739726","Male",0.5625,-0.75369392477051,"adolescent"
928,-0.00192464721546056,-0.101294897441563,0.00938716549875102,0.045450032208767,-0.076271594202684,-0.104495613384432,-0.140281498764227,0.064983656,"15.09589041","Male",-0.15625,-0.354179020216026,"adolescent"
936,0.0115891084136538,-0.0402381731710057,-0.097146444121659,-0.103017434948503,-0.22766899209929,-0.0657723653669672,0.0721761237515889,0.770353167,"11.56438356","Female",0.3125,-1.05197673243424,"child"
946,0.219878379390875,-1.00674685038267,-0.415421271673578,-0.249578102763148,-0.108704760100181,-0.100429959022866,0.119288164713015,-0.220575757,"14.83287671","Female",0.276209677,-0.40614843891956,"adolescent"
957,-0.118130381785659,0.48263451983372,0.162302218012941,0.0887982575040113,-0.128422876479731,-0.0750912874584422,-0.163321419122705,0.046974896,"14.58356164","Male",0.4375,-0.455411117106783,"adolescent"
958,-0.0533277493457314,0.28929793373781,0.0549540428271564,-0.00218731932450049,0.024471901624859,0.00363478316983585,-0.0799591318023972,0.180651168,"8.106849315","Female",0.202620968,-1.73515804527159,"adult"
959,0.135246621846469,-0.443409371039314,-0.242670259429234,-0.122129020722936,-0.0130593816136707,0.16223087031887,0.553582367132717,0.033171327,"17.07945205","Female",0.28125,0.037757009707235,"adolescent"
965,0.105233898795437,-0.16688401173826,-0.251595183126752,-0.233208306323549,0.00383480163552641,0.232305593718372,0.607199362221118,0.139793132,"16.38356164","Female",0.577083333,-0.0997454097069007,"adolescent"
1059,0.0992913818704997,-0.142972754576626,-0.298363802943239,-0.250331645874013,0.355076998487429,0.0629848578647094,-0.0630433919903663,0.190683245,"22.52876712","Male",0.21875,1.11449839816078,"adult"
1183,0.070493471628591,-0.03146692356266,-0.238292282405484,-0.179988981987236,0.138877754565074,0.112345881527955,0.241479557740125,-0.043632128,"15.10958904","Female",0.3125,-0.351472279699716,"adolescent"
1225,0.0103067435814212,0.0421366967151851,-0.163994675168145,-0.261246396610469,-0.302381349878485,-0.0747262589706331,0.050914235169785,-0.223319531,"19.24657534","Female",0.53125,0.465963364129796,"adult"
1249,-0.107731749550229,0.117820176713332,0.348749028745681,0.338308580803853,-0.129477856901787,-0.125442742408983,-0.262386197779225,0.398223259,"16.15342466","Female",0.087701613,-0.145218649590552,"adolescent"
1250,-0.240057476273689,1.25202179847225,0.24507274493898,0.0241498406950545,-0.447118665123944,0.074026725207867,0.311683324981888,-0.034508804,"18.12876712","Female",0.5,0.245093335627739,"adult"
1302,-0.0673143366330947,0.0738561673275635,0.202152469510302,0.249977375916839,-0.0430421512884244,-0.108806572218328,-0.214990389865297,0.787568483,"15.54794521","Male",0.625,-0.264856581201853,"adolescent"
