"participant_id","Intercept","reward_1","reward_2","reward_3","probed_identity","probed_reward","context_rwd"
"22",0,-0.149885674495062,-0.0924637210661128,-0.0853633289312054,0.951302258064127,0.225685911150192,-0.365015574610445
"29",0,-0.45100005225153,0.0153770747365642,0.168924668695904,-0.22609414557917,0.0831657359818726,0.40302343716645
"42",0,0.18535977530655,0.168310777573742,0.181299332663583,-0.0201260509136177,-0.0393523826966123,-0.0281613574354956
"70",0,0.868905936929551,0.296273876756587,0.106998194896697,-0.100608099976874,-0.0553593583874558,-0.0329881527522945
"71",0,-0.090001976411206,0.0342993807976225,0.105139402388222,0.210587196043702,0.150079140164324,0.165219536519691
"72",0,0.00537561854678467,-0.050900790288436,-0.0875845985542698,0.172329045542798,-0.0784108152129128,-0.333026867066176
"104",0,-0.497396400111864,-0.21403565926943,-0.137758800389615,0.248307292302181,0.0224407427493236,-0.185352801588497
"124",0,0.154491743607771,0.266650204753385,0.292102047995302,-0.165705977582278,0.0216345692566019,0.2231994360373
"132",0,-0.45439060009737,-0.258580906742028,-0.221484309232994,-0.244928189604805,-0.291585299474391,-0.430396493414962
"136",0,-0.612713548733293,-0.198947749949252,-0.111143626585638,-0.0249601494501622,0.040791900945572,0.0749955224465172
"139",0,-0.307732345811879,0.11657727566572,0.21080712834389,0.0408555847041392,-0.140647563890069,-0.307460369990923
"171",0,-0.106322203868749,-0.0608357021839282,-0.117528250765455,0.0300893740194736,-0.0811229754738287,-0.249735664537072
"179",0,-0.187142875341325,0.114052328057487,0.129464373327159,0.0771740673042116,-0.0522071854049267,-0.194911280306483
"190",0,-0.152414511685716,-0.0111787547221776,0.0324576763250208,-0.231002029385328,-0.0426624886058491,0.117056846770857
"191",0,-0.241683377716909,-0.0836814393584961,0.0322225839278974,-0.497408290126474,-0.0364777058171184,0.397410929035274
"220",0,-0.315808739709027,-0.183591472333745,-0.208363983021384,-0.285068276122111,0.016596448354336,0.21246459884338
"225",0,-0.355774389787536,-0.000848952254586255,0.0794424423795129,0.235524832237115,-0.064263905092545,-0.331834838201333
"229",0,0.199600445501807,0.0778054845192267,0.104419418074085,-0.439408061337681,0.104118925660459,0.638995524240904
"247",0,0.234867385642396,0.0864746859283288,0.0981007283765716,0.0802348166757844,0.162150270702057,0.309252963001297
"250",0,0.152208694817369,-0.161408023727318,-0.239935162674734,-0.176249051129361,-0.00407989249062183,0.112990257096585
"260",0,0.13458529408563,-0.0743806966645076,-0.0436074410599934,0.00530961477080878,0.129524120172377,0.307799572543983
"293",0,0.147647991188805,-0.008184440944643,-0.0699449787388048,-0.0596647683423235,-0.0729478601167858,-0.120152389468602
"332",0,-0.0706408859590451,-0.226961260033128,-0.244645486540191,0.0180335097625083,0.0292036442238556,0.0256442671762294
"337",0,-0.722034712018795,-0.298673337897518,-0.174256187977212,0.1453276575624,0.0183627760044694,-0.104912479482647
"386",0,-0.476978337876057,-0.271224202818868,-0.203253938237049,0.0319294644213488,-0.00648692388541132,-0.0615338497534835
"392",0,0.870163548363157,0.483084244318302,0.303770194817725,0.0421411446598334,0.0312089888380347,0.0261061477905452
"395",0,0.151662682299541,-0.00190189265356365,-0.0479231659904413,-0.308351064066389,-0.0259978064810211,0.200624722198788
"401",0,-0.421128587158942,-0.140348595948317,-0.0753537409638177,0.10059643569649,0.0662804693896692,0.0331283655709643
"421",0,-0.0906465672005679,0.135379001097374,0.198313410151955,0.561448113861172,0.29173785620726,0.148545177972737
"423",0,0.147459497817531,-0.0491824481582706,-0.181575085494683,0.341925232711046,-0.17624237734514,-0.726022990746464
"433",0,-0.108423593727953,0.241588146029999,0.320454388270889,0.0823841083216347,0.0088483907215496,-0.0176548214380465
"463",0,0.0269891058302316,-0.186865205718755,-0.203280462497978,-0.240123573770249,0.0606050402354545,0.326301069351
"470",0,0.458959223529951,0.247304384270851,0.180608126469441,-0.0587496266161543,-0.07440952210101,-0.0832296836464349
"472",0,-0.38443638423666,0.0468016774304157,0.208819701563298,0.168459181877644,0.075619638547997,0.0670123824056168
"478",0,-0.405254473842383,-0.0387333373256089,0.0571585782678525,0.188002508460262,0.0958591927949659,0.042107376456051
"506",0,0.384881845825463,0.0420377184297466,0.0203124216621532,0.106264435435379,0.110764264338021,0.182356158886531
"518",0,0.698723557771226,0.311355876484083,0.174330197279428,0.0804165664796652,-0.000678285057624756,-0.0647455921501261
"534",0,0.270954612978763,-0.00229880727600777,-0.0171575265021912,0.0193946172664459,0.011180801613836,0.0394912029518533
"547",0,0.605782799137237,0.335451701677845,0.232078466370416,-0.275588111262469,0.111705260185203,0.479090395464259
"588",0,-0.705946478914154,-0.134930250348031,0.0178526454847657,0.735869149577016,0.307148185711928,0.00400089219329632
"592",0,-0.19303875119523,-0.0290770622860348,0.0405104024059092,0.0081761799459795,0.00593382888260423,0.0256610430551747
"603",0,0.0926706087726942,0.074496762961702,0.169988677378242,0.0506363322466632,0.175810713566356,0.401333080144269
"615",0,-0.0998696977276643,-0.249297106458689,-0.329038458648708,-0.0136958526889995,-0.0942002030697106,-0.250579688220576
"618",0,0.835099042798747,0.0963335067568124,-0.082346571276314,0.0291657292585062,0.0502473993684125,0.0803547402556277
"625",0,-0.172176673958515,-0.14848189523724,-0.0951723834955694,-0.0537134508701567,0.00938719343037196,0.0798850314013654
"658",0,-0.576739599658814,-0.0104502733346036,0.17975538238881,-0.0579155446568556,-0.00978702485383625,0.0755914407096706
"659",0,0.252598012951353,0.427579058650953,0.451528874523733,-0.194537906228371,-0.00838955930074857,0.19704864929145
"672",0,0.093619922017444,-0.0932461039806533,-0.1371383691284,0.929192358328451,0.170265342334829,-0.45794906037643
"702",0,-0.0838421302133151,-0.136831318728327,-0.136462446330465,0.0220197012951562,-0.0515223373451248,-0.134709463381553
"709",0,-0.317121250483359,-0.112970934340086,-0.146221502670136,-0.314461504254654,-0.18051498975174,-0.175633746838211
"710",0,1.16387973878038,0.342777029295227,0.138661536006313,-0.0750003929964343,0.131883417444462,0.365743666854561
"716",0,0.106957865393008,0.0293574497624847,0.0446948626315765,0.322932921439739,0.212439633989946,0.188817715067374
"717",0,0.0225988401724472,-0.292120294841698,-0.324052637899276,0.264141404417289,0.135545692150123,0.040347275265522
"727",0,0.706761763300471,0.259330453721538,0.0770212261038121,0.0404194952318431,-0.0704869762139622,-0.204723811667241
"737",0,-0.521083540117272,-0.387001911943896,-0.276736156799513,-0.040693535686677,-0.0554615761541755,-0.0735491358109143
"738",0,-0.287922911272005,-0.152879944015112,-0.118469531155923,0.487434993408113,0.204911890056122,-0.0126916068563168
"741",0,0.0778436760703397,0.110284514781321,0.0784836900724108,-0.0136378103974389,0.0571156209170126,0.115663474036659
"754",0,-0.627721989164136,-0.12293686500436,0.040645068235514,-0.412624508110509,0.00669834525871236,0.387120598817059
"758",0,0.337000736018777,0.495435410270617,0.424521304114893,0.245705238359686,-0.139653473328557,-0.505959608831658
"784",0,0.294047693735342,0.068585251193268,-0.0338205569410616,-0.0251914521212464,-0.00605928266643097,-0.0200412476366403
"787",0,-0.0869122788634962,-0.111231751108594,-0.0847893433492407,-0.0161094600828403,0.0509123663205343,0.126346297428504
"804",0,-0.102050589798519,0.175107948325764,0.141824868072952,-0.133169924622282,-0.220967583914008,-0.385569225591149
"813",0,0.426798226444219,0.471871403653663,0.430540745622434,0.242468203556895,0.0888210566589532,0.00312886278948285
"844",0,-0.658378150164874,-0.36456979551008,-0.281400924904326,-0.48399580232744,-0.266139350527622,-0.170792487247327
"875",0,-0.254171083204017,0.291207659132401,0.357015370406852,0.490524816891928,0.0707247993441742,-0.273229730234037
"877",0,0.105774514078056,0.0513329091183267,-0.0520598933987791,-0.0887442822158482,-0.201505505300707,-0.39826120837079
"887",0,0.438078566663071,0.16669518390189,0.0930500259742276,0.0226681413683711,-0.0170665750544327,-0.0414280415711591
"891",0,1.08120611364268,0.228571529194259,-0.0687699673289601,-0.191977414016311,-0.110049679089915,-0.110615921432028
"894",0,-0.23761905512808,-0.272037305619011,-0.283540406793767,-0.0812762998955043,0.0492093059072187,0.130069789502913
"913",0,0.838236319841951,0.554005045972128,0.446528656787156,0.141111652206562,0.0331571201600569,-0.00855319894326431
"916",0,0.208281272027141,0.274686404320065,0.2655477374371,-0.352543482482724,-0.10839464171336,0.0986125548477252
"918",0,0.177506642629242,-0.0779061383243455,-0.115900879286156,-0.150717129547601,-0.0105265088467366,0.109773912804031
"923",0,-0.229291132919862,-0.269128043807904,-0.23993962407186,-0.284097259776067,-0.0613864795355311,0.107023384950716
"928",0,-0.0838384497860983,0.022976508945286,0.0600548473549732,-0.0914581137957233,-0.110304101868746,-0.135561177830266
"936",0,-0.0238596093012102,-0.0759046523428627,-0.0787647715899439,-0.256842709989344,-0.0686644242934628,0.0739639509762293
"946",0,-1.00667704150193,-0.416325647831246,-0.250665338998219,-0.131084020721317,-0.0600628250685211,-0.0432234864295837
"957",0,0.436922302850468,0.143020721416709,0.0937043740464148,-0.122190391942342,-0.078865230010799,-0.0265665653243953
"958",0,0.280322035142839,0.104283189380374,0.0684554892237821,-0.0240632372681862,0.00155979756532262,0.0403977032999328
"959",0,-0.417568541710066,-0.209883949859267,-0.101047402798833,-0.0266788964471437,0.177016194546143,0.403712870241062
"965",0,-0.132745144548134,-0.221844961118129,-0.221955277628305,-0.0194090863999021,0.22810743295295,0.469048592206514
"1059",0,-0.0445596615504681,-0.28302761653819,-0.256014722471549,0.362482571401447,0.045717983444857,-0.19605618867543
"1149",0,-0.535801964940965,-0.360258232448864,-0.26550082045196,-0.16207097183649,-0.0949338985852377,-0.0654684495133039
"1183",0,-0.00364300512900163,-0.21793097012107,-0.159215707968252,0.0998083394080533,0.0977010291350973,0.16327947406417
"1225",0,0.0853944164785462,-0.161194929408324,-0.268040137662496,-0.30010700227933,-0.0798911098216742,0.0313112918061145
"1249",0,0.0981099511827332,0.33252526919292,0.323499798321255,-0.108155329439297,-0.125943539015541,-0.165191241957258
"1250",0,1.14729181065141,0.160651990080779,-0.0263168856723865,-0.378505200170228,0.0558120639269252,0.48270783755431
"1302",0,0.0846871095688343,0.202511878177748,0.254564151354222,-0.046907713720857,-0.116515251877886,-0.152359569194058
"1352",0,-0.122011901232117,0.0323914690046591,0.121184916873561,-0.0124431879072367,0.0410856512291312,0.139618236327596
"1403",0,-0.395234701490973,-0.212832628017565,-0.22111052257068,0.125156608668671,-0.170529363904523,-0.522277541137405
"1457",0,0.216841043695312,-0.109193181562591,-0.24160975168869,-0.0333031705827997,-0.0472826027118339,-0.12809143688349
"1488",0,0.244430494330857,0.133089150025697,0.0332010444532954,-0.0897324271856637,-0.0389439764856287,-0.0402737690420945
"1539",0,-0.543546761708328,-0.432000108066395,-0.315935207112101,-0.134930732058676,0.0474474265825117,0.220050213589348
"1601",0,-0.774631270158009,-0.442809009034618,-0.373185776984192,0.0909493512730736,0.00989573650984545,-0.121152864884577
"1624",0,0.125818353215043,-0.127561253209208,-0.188640852957884,-0.193325056407558,-0.181744061140362,-0.229827275913229
"1685",0,1.25460200976953,0.433602612349649,0.157466857323817,0.275500210048002,0.0496487764739311,-0.142688849220325
"1692",0,-0.528214750368799,-0.0935317833368726,-0.00782963717443976,0.0946548715069701,-0.0474367445185955,-0.198778987519613
"1708",0,-0.139985836889635,0.386411688531913,0.563101448207407,-0.0119804366984394,0.0327893653316112,0.175236291006679
"1724",0,0.397325826806397,0.0304964390718152,-0.0677478924703333,-0.0550963227469247,-0.106420684755665,-0.180058673243895
"1756",0,0.125477234315652,-0.0208718087125228,-0.106730507254425,-0.138339107816609,-0.0766069945933017,-0.0814847138354253
"1801",0,-0.576360388612947,-0.128156167038464,-0.038333886383833,-0.0946909657314058,-0.00682124286287056,0.0423404855232335
"1962",0,-0.0280173001892623,0.153145639799847,0.210506314844184,-0.203748243924998,0.0266715584135463,0.262562961919504
"1980",0,0.650746579046599,0.106896905133867,-0.0400402074265768,0.143040088644673,0.00450277822541297,-0.117691297335418
"2144",0,0.100271750780731,0.0415571659465561,0.0688107750226609,0.123965922548222,0.0161612848816396,-0.0373531055518598
"2148",0,-0.367910752016248,-0.0721832413340493,-0.0159036796355954,-0.0606774097172155,-0.116550078316261,-0.204341617520216
"2430",0,-0.0986052648097028,-0.0264831736119234,-0.0515817430467607,0.0216209412804381,-0.318615534470902,-0.706957476321391
"2712",0,-0.69392865247585,-0.327581162684246,-0.163518412390691,-0.403542743191276,-0.0205280712993577,0.317946641240378
